Date,HFRIFOF,HFRIFWI,SPTR,LBUSTRUU,LEGATRUU,LF93TRUU,USGG10YR
12/31/1989," 1,000.000 "," 1,000.000 ", 379.409 , 397.200 ,,, 7.840 
1/31/1990," 1,000.700 ", 978.900 , 353.937 , 392.480 , 98.656 ,, 8.210 
2/28/1990," 1,014.109 ", 993.975 , 358.496 , 393.750 , 98.143 ,, 8.470 
3/31/1990," 1,035.101 "," 1,025.882 ", 367.995 , 394.040 , 97.624 ,, 8.590 
4/30/1990," 1,044.314 "," 1,025.471 ", 358.815 , 390.430 , 97.114 ,, 8.790 
5/31/1990," 1,049.222 "," 1,056.748 ", 393.801 , 401.990 , 100.195 ,, 8.760 
6/30/1990," 1,072.410 "," 1,078.940 ", 391.144 , 408.440 , 102.050 ,, 8.480 
7/31/1990," 1,105.333 "," 1,095.124 ", 389.890 , 414.090 , 104.732 ,, 8.470 
8/31/1990," 1,123.350 "," 1,057.342 ", 354.648 , 408.560 , 103.677 ,, 8.750 
9/30/1990," 1,155.253 "," 1,036.618 ", 337.388 , 411.940 , 104.641 ,, 8.890 
10/31/1990," 1,174.199 "," 1,036.204 ", 335.952 , 417.170 , 107.956 ,, 8.720 
11/30/1990," 1,174.199 "," 1,043.975 ", 357.668 , 426.150 , 109.933 ,, 8.390 
12/31/1990," 1,175.256 "," 1,058.069 ", 367.631 , 432.790 , 111.219 ,, 8.080 
1/31/1991," 1,179.839 "," 1,085.473 ", 383.642 , 438.140 , 113.618 ,, 8.090 
2/28/1991," 1,179.486 "," 1,129.109 ", 411.078 , 441.880 , 114.166 ,, 7.850 
3/31/1991," 1,221.003 "," 1,185.000 ", 421.032 , 444.920 , 111.700 ,, 8.110 
4/30/1991," 1,210.869 "," 1,200.879 ", 422.029 , 449.740 , 112.976 ,, 8.040 
5/31/1991," 1,220.193 "," 1,224.656 ", 440.236 , 452.370 , 113.334 ,, 8.070 
6/30/1991," 1,234.591 "," 1,229.677 ", 420.067 , 452.140 , 112.396 ,, 8.280 
7/31/1991," 1,240.887 "," 1,261.895 ", 439.646 , 458.410 , 114.525 ,, 8.270 
8/31/1991," 1,257.143 "," 1,287.890 ", 450.062 , 468.330 , 116.867 ,, 7.900 
9/30/1991," 1,279.269 "," 1,317.769 ", 442.530 , 477.820 , 120.708 ,, 7.650 
10/31/1991," 1,287.072 "," 1,341.884 ", 448.480 , 483.140 , 122.146 ,, 7.530 
11/30/1991," 1,287.716 "," 1,345.507 ", 430.409 , 487.570 , 123.646 ,, 7.420 
12/31/1991," 1,345.663 "," 1,398.655 ", 479.633 , 502.050 , 129.057 ,, 7.090 
1/31/1992," 1,363.426 "," 1,452.363 ", 470.695 , 495.220 , 127.065 ,, 7.030 
2/29/1992," 1,379.242 "," 1,483.444 ", 476.791 , 498.440 , 127.059 ,, 7.340 
3/31/1992," 1,390.275 "," 1,492.196 ", 467.518 , 495.630 , 125.971 ,, 7.540 
4/30/1992," 1,391.944 "," 1,496.672 ", 481.245 , 499.210 , 126.791 ,, 7.480 
5/31/1992," 1,395.841 "," 1,524.211 ", 483.604 , 508.630 , 130.380 ,, 7.390 
6/30/1992," 1,401.983 "," 1,517.962 ", 476.409 , 515.630 , 133.348 ,, 7.260 
7/31/1992," 1,413.479 "," 1,549.536 ", 495.872 , 526.150 , 136.093 ,, 6.840 
8/31/1992," 1,420.123 "," 1,545.352 ", 485.723 , 531.480 , 138.983 ,, 6.590 
9/30/1992," 1,455.484 "," 1,575.332 ", 491.431 , 537.780 , 139.469 ,, 6.420 
10/31/1992," 1,480.227 "," 1,608.571 ", 493.129 , 530.650 , 136.342 ,, 6.590 
11/30/1992," 1,484.668 "," 1,653.611 ", 509.920 , 530.770 , 135.051 ,, 6.870 
12/31/1992," 1,511.540 "," 1,695.447 ", 516.178 , 539.210 , 136.543 ,, 6.770 
1/31/1993," 1,524.690 "," 1,734.782 ", 520.494 , 549.550 , 138.887 ,, 6.600 
2/28/1993," 1,558.234 "," 1,758.028 ", 527.587 , 559.170 , 141.080 ,, 6.260 
3/31/1993," 1,581.763 "," 1,811.824 ", 538.719 , 561.500 , 142.611 ,, 5.980 
4/30/1993," 1,618.143 "," 1,838.820 ", 525.698 , 565.410 , 144.655 ,, 5.970 
5/31/1993," 1,651.639 "," 1,886.629 ", 539.760 , 566.130 , 145.640 ,, 6.040 
6/30/1993," 1,697.059 "," 1,936.059 ", 541.341 , 576.390 , 146.391 ,, 5.960 
7/31/1993," 1,738.298 "," 1,976.522 ", 539.164 , 579.650 , 146.440 ,, 5.810 
8/31/1993," 1,769.413 "," 2,034.434 ", 559.621 , 589.810 , 150.175 ,, 5.680 
9/30/1993," 1,775.252 "," 2,066.579 ", 555.330 , 591.430 , 151.474 ,, 5.360 
10/31/1993," 1,815.373 "," 2,132.296 ", 566.817 , 593.640 , 151.617 ,, 5.330 
11/30/1993," 1,822.634 "," 2,135.494 ", 561.414 , 588.590 , 150.270 ,, 5.720 
12/31/1993," 1,909.392 "," 2,218.992 ", 568.202 , 591.780 , 151.670 ,, 5.770 
1/31/1994," 1,933.450 "," 2,274.467 ", 587.519 , 599.770 , 153.467 ,, 5.750 
2/28/1994," 1,889.561 "," 2,261.957 ", 571.573 , 589.350 , 151.538 ,, 5.970 
3/31/1994," 1,845.912 "," 2,227.802 ", 546.654 , 574.820 , 149.699 ,, 6.480 
4/30/1994," 1,825.422 "," 2,214.658 ", 553.664 , 570.230 , 149.337 ,, 6.970 
5/31/1994," 1,833.089 "," 2,229.717 ", 562.750 , 570.150 , 148.503 ,, 7.180 
6/30/1994," 1,847.204 "," 2,235.738 ", 548.956 , 568.890 , 149.501 ,, 7.100 
7/31/1994," 1,850.344 "," 2,265.920 ", 566.982 , 580.190 , 151.674 ,, 7.300 
8/31/1994," 1,874.214 "," 2,321.662 ", 590.228 , 580.910 , 151.492 ,, 7.240 
9/30/1994," 1,888.832 "," 2,342.324 ", 575.795 , 572.360 , 151.245 ,, 7.460 
10/31/1994," 1,870.889 "," 2,341.622 ", 588.731 , 571.850 , 152.838 ,, 7.740 
11/30/1994," 1,851.993 "," 2,311.883 ", 567.290 , 570.580 , 151.314 ,, 7.960 
12/31/1994," 1,842.918 "," 2,310.034 ", 575.705 , 574.520 , 152.020 ,, 7.810 
1/31/1995," 1,819.697 "," 2,304.952 ", 590.635 , 585.890 , 155.201 ,, 7.780 
2/28/1995," 1,818.059 "," 2,335.146 ", 613.653 , 599.820 , 159.033 ,, 7.470 
3/31/1995," 1,844.058 "," 2,373.676 ", 631.760 , 603.500 , 164.351 ,, 7.200 
4/30/1995," 1,871.350 "," 2,423.524 ", 650.364 , 611.930 , 166.916 ,, 7.060 
5/31/1995," 1,888.192 "," 2,464.723 ", 676.357 , 635.610 , 172.065 ,, 6.630 
6/30/1995," 1,898.954 "," 2,525.849 ", 692.067 , 640.270 , 173.244 ,, 6.170 
7/31/1995," 1,931.996 "," 2,606.676 ", 715.018 , 638.840 , 174.047 ,, 6.280 
8/31/1995," 1,976.046 "," 2,664.023 ", 716.815 , 646.550 , 171.928 ,, 6.490 
9/30/1995," 1,990.866 "," 2,716.237 ", 747.066 , 652.840 , 175.118 ,, 6.200 
10/31/1995," 1,980.315 "," 2,698.582 ", 744.396 , 661.330 , 177.212 ,, 6.040 
11/30/1995," 2,003.088 "," 2,749.585 ", 777.074 , 671.240 , 179.321 ,, 5.930 
12/31/1995," 2,047.557 "," 2,806.776 ", 792.042 , 680.660 , 181.912 ,, 5.710 
1/31/1996," 2,103.455 "," 2,887.892 ", 819.000 , 685.180 , 181.212 ,, 5.650 
2/29/1996," 2,090.414 "," 2,923.413 ", 826.593 , 673.270 , 179.556 ,, 5.810 
3/31/1996," 2,111.109 "," 2,966.095 ", 834.550 , 668.590 , 179.007 ,, 6.270 
4/30/1996," 2,176.342 "," 3,083.553 ", 846.854 , 664.830 , 178.181 ,, 6.510 
5/31/1996," 2,209.858 "," 3,177.601 ", 868.694 , 663.480 , 178.345 ,, 6.740 
6/30/1996," 2,218.255 "," 3,183.321 ", 872.008 , 672.390 , 180.448 ,, 6.910 
7/31/1996," 2,176.774 "," 3,117.108 ", 833.482 , 674.230 , 182.796 ,, 6.870 
8/31/1996," 2,210.078 "," 3,188.178 ", 851.064 , 673.100 , 183.165 ,, 6.640 
9/30/1996," 2,237.704 "," 3,254.173 ", 898.966 , 684.830 , 185.158 ,, 6.830 
10/31/1996," 2,273.284 "," 3,286.064 ", 923.760 , 700.000 , 189.210 ,, 6.530 
11/30/1996," 2,326.479 "," 3,354.414 ", 993.584 , 711.990 , 192.170 ,, 6.200 
12/31/1996," 2,342.299 "," 3,399.028 ", 973.897 , 705.370 , 190.835 ,, 6.300 
1/31/1997," 2,425.450 "," 3,506.777 "," 1,034.741 ", 707.530 , 187.763 ,, 6.580 
2/28/1997," 2,466.198 "," 3,542.897 "," 1,042.851 ", 709.290 , 186.880 ,, 6.420 
